Alm_type,Inci_no   ,Unit  ,Resp_code,Station,District,Inci_type,Inci_desc                                         ,Alm_date  ,Disp_time,Notif_time,Roll_time,Arv_time,Clr_time_b,Shift,Mutl_aid,Alarms     ,Prop_loss            ,Cont_loss            ,Prop_val             ,Cont_val             ,Prop_use,Number  ,St_prefix,Street                   ,St_suffix,St_type,Zip       
32,20-2000915,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/10/2020,23:35:51,23:40:25,23:41:42,23:44:32,23:51:36,C    ,N       ,1,0,0,0,0,429A    ,815,         ,DACIAN                   ,         ,AVE    ,27701
12,20-2000921,1SQ   ,C        ,1,1,611,Dispatched & cancelled en route                   ,1/11/2020,1:24:31,1:26:25,         ,        ,1:27:11,C    ,N       ,1,0,0,0,0,439A    ,411,         ,LIBERTY                  ,         ,ST     ,27701
26,20-2000932,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/11/2020,7:03:20,7:05:16,7:05:54,7:09:43,7:12:17,A    ,N       ,1,0,0,0,0,429A    ,200,E        ,UMSTEAD                  ,         ,ST     ,27707
10,20-2000943,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,10:44:33,10:46:24,10:46:58,10:49:56,11:08:47,A    ,N       ,1,0,0,0,0,419,311,         ,LYRIC                    ,         ,ST     ,27701
26,20-2000946,1SQ   ,3,4,4,311,"Medical assist, assist EMS crew                   ",1/11/2020,11:55:00,11:57:51,11:59:15,12:05:35,12:25:56,A    ,N       ,1,0,0,0,0,419,1004,         ,SPRINGDALE               ,         ,DR     ,27707
13,20-2000951,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,12:39:45,12:41:14,12:41:36,12:45:31,13:08:34,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
2,20-2000965,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/11/2020,14:40:41,14:42:56,14:43:29,14:46:05,14:54:24,A    ,N       ,1,0,0,0,0,173,515,W        ,PETTIGREW                ,         ,ST     ,27701
26,20-2000976,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",1/11/2020,16:48:57,16:51:35,16:52:22,16:56:12,17:15:19,A    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27707
31,20-2000984,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,18:11:23,18:12:39,18:13:31,18:14:38,18:31:17,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
10,20-2000990,1SQ   ,3,3,3,311,"Medical assist, assist EMS crew                   ",1/11/2020,19:19:46,19:21:10,19:22:18,19:24:48,19:31:16,A    ,N       ,1,0,0,0,0,965,1201,E        ,MAIN                     ,         ,ST     ,27701
10,20-2000995,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,19:56:53,19:58:38,19:59:46,20:01:05,20:10:58,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
19,20-2000998,1SQ   ,3,9,9,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,20:56:34,20:58:23,20:59:28,21:03:21,21:09:49,A    ,N       ,1,0,0,0,0,419,109,         ,ST PAUL                  ,         ,ST     ,27704
23,20-2001007,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/11/2020,22:18:37,22:21:23,22:22:25,22:25:00,22:46:53,A    ,N       ,1,0,0,0,0,429,918,         ,MONMOUTH                 ,         ,AVE    ,27701
87,20-2001009,1SQ   ,SI       ,3,3,352,Extrication of victim(s) from vehicle             ,1/11/2020,22:38:51,22:47:46,22:47:46,22:53:03,23:13:04,A    ,N       ,1,0,0,0,0,961,756,         ,US 70                    ,         ,BYP    ,27703
91,20-2001021,1SQ   ,1,5,51,311,"Medical assist, assist EMS crew                   ",1/12/2020,4:00:07,4:10:12,4:12:15,4:17:05,4:21:55,A    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27707
6,20-2001024,1SQ   ,C        ,1,1,611,Dispatched & cancelled en route                   ,1/12/2020,4:44:33,4:46:09,4:46:09,        ,4:50:20,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
91,20-2001026,1SQ   ,1,1,1,311,"Medical assist, assist EMS crew                   ",1/12/2020,5:37:30,5:51:53,5:53:58,5:59:31,6:20:38,A    ,N       ,1,0,0,0,0,429A    ,200,E        ,UMSTEAD                  ,         ,ST     ,27707
6,20-2001028,1SQ   ,C        ,3,3,321,"EMS call, excluding vehicle accident with injury  ",1/12/2020,7:41:29,7:42:32,         ,        ,7:43:37,B    ,N       ,1,0,0,0,0,419,910,         ,CHESTER                  ,         ,ST     ,27701
12,20-2001038,1SQ   ,3,5,51,321,"EMS call, excluding vehicle accident with injury  ",1/12/2020,10:17:03,10:19:47,10:20:42,10:22:34,10:46:13,B    ,N       ,1,0,0,0,0,429A    ,605,W        ,CHAPEL HILL              ,         ,ST     ,27701
26,20-2001047,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/12/2020,12:52:53,12:54:55,12:55:49,12:58:31,13:26:43,B    ,N       ,1,0,0,0,0,429A    ,804,         ,ANGIER                   ,         ,AVE    ,27701
77,20-2001053,1SQ   ,3,1,1,324,Motor Vehicle Accident with no injuries           ,1/12/2020,13:32:09,13:32:14,13:32:26,13:34:03,13:41:23,B    ,N       ,1,0,0,0,0,960,        ,S        ,MANGUM                   ,         ,ST     ,27701
10,20-2001054,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",1/12/2020,13:37:42,13:42:26,13:42:26,13:43:47,13:54:38,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
6,20-2001074,1SQ   ,C        ,1,1,611,Dispatched & cancelled en route                   ,1/12/2020,17:29:00,17:30:29,17:31:27,        ,17:34:11,B    ,N       ,1,0,0,0,0,UUU     ,910,E        ,PETTIGREW                ,         ,ST     ,27701
23,20-2001079,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/12/2020,18:05:08,18:08:09,18:08:44,18:09:46,18:35:20,B    ,N       ,1,0,0,0,0,960,        ,         ,LIBERTY                  ,         ,ST     ,27701
60,20-2001091,1SQ   ,3,4,4,412,Gas leak (natural gas or LPG)                     ,1/12/2020,19:41:52,19:43:06,19:43:58,19:50:03,19:52:55,B    ,N       ,1,0,0,0,0,429,1209,         ,TRUMAN                   ,         ,ST     ,27701
12,20-2001097,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/12/2020,20:46:30,20:48:34,20:49:37,20:50:40,20:58:45,B    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
77,20-2001102,1SQ   ,C        ,1,1,463,"Vehicle accident, general cleanup                 ",1/12/2020,22:09:17,22:09:26,22:10:24,        ,22:11:54,B    ,N       ,1,0,0,0,0,960,        ,S        ,ROXBORO                  ,         ,ST     ,27701
60,20-2001118,1SQ   ,3,5,5,412,Gas leak (natural gas or LPG)                     ,1/13/2020,7:18:04,7:20:48,7:21:30,7:25:50,7:47:37,A    ,N       ,1,0,0,0,0,549,        ,         ,WILKERSON                ,         ,AVE    ,27701
26,20-2001132,1SQ   ,C        ,3,3,611,Dispatched & cancelled en route                   ,1/13/2020,9:56:58,9:58:17,9:59:22,        ,10:01:52,A    ,N       ,1,0,0,0,0,460,1201,E        ,MAIN                     ,         ,ST     ,27701
77,20-2001141,1SQ   ,3,1,1,322,Motor vehicle accident with injuries              ,1/13/2020,12:30:48,12:32:21,12:33:15,12:36:00,12:47:48,A    ,N       ,1,0,0,0,0,962,        ,N        ,ROXBORO                  ,         ,ST     ,27701
12,20-2001150,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/13/2020,14:20:59,14:23:44,14:24:46,14:26:50,14:46:57,A    ,N       ,1,0,0,0,0,429A    ,610,W        ,MORGAN                   ,         ,ST     ,27701
87,20-2001154,1SQ   ,3,9,9,322,Motor vehicle accident with injuries              ,1/13/2020,15:21:27,15:22:51,15:23:00,15:25:41,15:37:10,A    ,N       ,1,0,0,0,0,962,1418,         ,AVONDALE                 ,         ,DR     ,27701
77,20-2001159,1SQ   ,3,1,1,324,Motor Vehicle Accident with no injuries           ,1/13/2020,16:49:17,16:52:42,16:53:02,17:04:50,17:05:02,A    ,N       ,1,0,0,0,0,960,        ,N        ,ROXBORO                  ,         ,ST     ,27701
24,20-2001167,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/13/2020,18:16:02,18:17:04,18:17:34,18:20:43,18:34:20,A    ,N       ,1,0,0,0,0,429,910,E        ,MAIN                     ,         ,ST     ,27701
6,20-2001170,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/13/2020,18:39:08,18:40:24,18:40:34,18:44:22,18:55:52,A    ,N       ,1,0,0,0,0,419,810,         ,LEE                      ,         ,ST     ,27701
17,20-2001172,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",1/13/2020,19:08:22,19:11:35,19:12:31,19:14:31,19:30:22,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
26,20-2001188,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/13/2020,22:24:35,22:26:38,22:28:09,22:32:14,22:46:25,A    ,N       ,1,0,0,0,0,460,412,N        ,ELIZABETH                ,         ,ST     ,27701
ST      ,20-2001192,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/13/2020,23:05:17,23:05:34,23:07:02,23:11:41,23:15:14,A    ,N       ,1,0,0,0,0,419,301,E        ,UMSTEAD                  ,         ,ST     ,27707
23,20-2001197,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/13/2020,23:49:56,23:54:16,23:55:53,23:56:54,0:01:43,A    ,N       ,1,0,0,0,0,963,215,N        ,CHURCH                   ,         ,ST     ,27701
17,20-2001202,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/14/2020,0:37:27,0:39:12,0:40:28,0:43:39,0:45:53,A    ,N       ,1,0,0,0,0,419,608,         ,HICKORY                  ,         ,ST     ,27701
32,20-2001204,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",1/14/2020,1:53:03,1:53:07,1:55:09,1:59:16,2:00:15,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
21,20-2001205,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/14/2020,2:06:21,2:08:45,2:10:26,2:12:07,2:16:37,A    ,N       ,1,0,0,0,0,429A    ,530,         ,LIBERTY                  ,         ,ST     ,27701
6,20-2001219,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/14/2020,7:24:27,7:26:13,7:27:08,7:30:27,7:41:16,B    ,N       ,1,0,0,0,0,419,203,W        ,PIEDMONT                 ,         ,AVE    ,27707
6,20-2001234,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/14/2020,10:44:09,10:46:20,10:46:58,10:50:27,11:00:04,B    ,N       ,1,0,0,0,0,419,810,         ,LEE                      ,         ,ST     ,27701
26,20-2001238,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/14/2020,11:07:07,11:09:48,11:10:24,11:12:46,11:24:36,B    ,N       ,1,0,0,0,0,419,1018,N        ,ELIZABETH                ,         ,ST     ,27701
77,20-2001251,1SQ   ,3,1,1,322,Motor vehicle accident with injuries              ,1/14/2020,14:46:52,14:47:21,14:48:22,14:50:38,14:52:36,B    ,N       ,1,0,0,0,0,965,1004,N        ,MANGUM                   ,         ,ST     ,27701
69,20-2001277,1SQ   ,3,5,5,113,"Cooking fire, confined to container               ",1/14/2020,18:08:28,18:09:22,18:09:39,18:15:27,18:17:40,B    ,N       ,1,0,0,0,0,429A    ,1600,         ,ANDERSON                 ,         ,ST     ,27707
69,20-2001285,1SQ   ,C        ,9,9,113,"Cooking fire, confined to container               ",1/14/2020,19:00:24,19:02:04,19:02:49,        ,19:06:39,B    ,N       ,1,0,0,0,0,419,1008,         ,CLIFFORD                 ,         ,DR     ,27704
12,20-2001290,1SQ   ,3,3,51,321,"EMS call, excluding vehicle accident with injury  ",1/14/2020,19:45:17,19:47:29,19:48:08,19:50:44,19:59:51,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
10,20-2001293,1SQ   ,3,5,51,311,"Medical assist, assist EMS crew                   ",1/14/2020,20:02:56,20:04:25,20:04:35,20:08:23,20:34:06,B    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27707
6,20-2001304,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",1/14/2020,22:16:43,22:17:55,22:18:53,22:21:48,22:22:12,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
10,20-2001305,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/14/2020,22:52:40,22:54:38,22:55:30,22:59:44,23:03:19,B    ,N       ,1,0,0,0,0,419,301,E        ,LAWSON                   ,         ,ST     ,27707
12,20-2001323,1SQ   ,3,5,51,311,"Medical assist, assist EMS crew                   ",1/15/2020,4:12:37,4:28:02,4:29:24,4:34:30,4:52:47,B    ,N       ,1,0,0,0,0,419,805,         ,YANCEY                   ,         ,ST     ,27701
87,20-2001330,1SQ   ,C        ,3,3,622,No Incident found on arrival at dispatch address  ,1/15/2020,7:37:08,7:37:22,7:37:43,        ,7:43:39,A    ,N       ,1,0,0,0,0,961,        ,S        ,MIAMI                    ,         ,BLVD   ,27703
60,20-2001339,1SQ   ,3,1,1,412,Gas leak (natural gas or LPG)                     ,1/15/2020,9:38:04,9:40:22,9:41:15,9:43:24,10:43:16,A    ,N       ,1,0,0,0,0,161,107,E        ,PARRISH                  ,         ,ST     ,27701
10,20-2001353,1SQ   ,3,3,3,311,"Medical assist, assist EMS crew                   ",1/15/2020,10:51:31,10:57:29,10:58:46,11:00:47,11:10:05,A    ,N       ,1,0,0,0,0,460,1201,E        ,MAIN                     ,         ,ST     ,27701
61,20-2001357,1SQ   ,3,3,3,671,HazMat release investigation w/no HazMat          ,1/15/2020,11:15:58,11:19:26,11:19:38,11:24:43,11:31:53,A    ,N       ,1,0,0,0,0,965,400,         ,MULDEE                   ,         ,ST     ,27704
ST      ,20-2001368,1SQ   ,3,1,1,622,No Incident found on arrival at dispatch address  ,1/15/2020,13:57:36,13:57:43,13:57:52,14:02:06,14:03:28,A    ,N       ,1,0,0,0,0,962,1204,N        ,ALSTON                   ,         ,AVE    ,27701
59,20-2001370,1SQ   ,3,3,3,422,Chemical spill or leak                            ,1/15/2020,14:09:27,14:13:11,14:14:23,        ,14:18:09,A    ,N       ,1,0,0,0,0,962,        ,N        ,BRIGGS                   ,         ,AVE    ,27703
10,20-2001378,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/15/2020,15:30:05,15:31:40,15:32:40,15:34:57,15:42:22,A    ,N       ,1,0,0,0,0,419,1402,N        ,ALSTON                   ,         ,AVE    ,27701
19,20-2001421,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",1/16/2020,1:20:18,1:22:54,1:24:48,1:29:40,1:29:49,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
23,20-2001435,1SQ   ,3,9,51,321,"EMS call, excluding vehicle accident with injury  ",1/16/2020,8:03:07,8:04:52,8:05:27,8:09:01,8:12:35,B    ,N       ,1,0,0,0,0,965,2011,N        ,ROXBORO                  ,         ,ST     ,27704
18,20-2001436,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/16/2020,8:12:37,8:14:35,8:14:43,8:18:05,8:25:42,B    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
6,20-2001444,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/16/2020,9:28:26,9:30:13,9:31:42,9:35:03,10:00:05,B    ,N       ,1,0,0,0,0,213,1531,S        ,ROXBORO                  ,         ,ST     ,27707
21,20-2001479,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/16/2020,14:47:51,14:50:10,14:51:05,14:53:55,14:56:09,B    ,N       ,1,0,0,0,0,419,610,E        ,GEER                     ,         ,ST     ,27701
6,20-2001484,1SQ   ,C        ,3,51,611,Dispatched & cancelled en route                   ,1/16/2020,15:49:55,15:52:25,15:53:35,        ,15:56:06,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
87,20-2001494,1SQ   ,C        ,14,14,131,Passenger vehicle fire                            ,1/16/2020,17:25:42,17:29:37,17:30:22,        ,17:32:47,B    ,2,1,20000,1000,0,0,961,        ,         ,MILTON                   ,         ,RD     ,27712
6,20-2001499,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/16/2020,17:57:06,17:58:53,17:59:36,18:01:30,18:19:51,B    ,N       ,1,0,0,0,0,361,219,S        ,MANGUM                   ,         ,ST     ,27701
60,20-2001504,1SQ   ,3,3,3,412,Gas leak (natural gas or LPG)                     ,1/16/2020,18:51:20,18:52:40,18:52:55,18:57:10,19:07:49,B    ,N       ,1,0,0,0,0,429A    ,1126,S        ,HOOVER                   ,         ,RD     ,27703
17,20-2001510,1SQ   ,C        ,5,51,611,Dispatched & cancelled en route                   ,1/16/2020,20:23:30,20:32:21,20:33:21,        ,20:37:23,B    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27707
26,20-2001512,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/16/2020,21:13:35,21:18:15,21:19:15,21:20:42,21:26:57,B    ,N       ,1,0,0,0,0,439A    ,300,N        ,QUEEN                    ,         ,ST     ,27701
26,20-2001519,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",1/16/2020,22:39:05,22:41:29,22:42:47,22:45:39,23:04:25,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
6,20-2001534,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/17/2020,2:03:26,2:05:37,2:07:09,2:09:49,2:21:52,B    ,N       ,1,0,0,0,0,459A    ,412,N        ,ELIZABETH                ,         ,ST     ,27701
21,20-2001541,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",1/17/2020,3:50:49,3:52:43,3:54:29,3:57:19,4:03:20,B    ,N       ,1,0,0,0,0,429A    ,530,         ,LIBERTY                  ,         ,ST     ,27701
5,20-2001548,1SQ   ,C        ,3,51,611,Dispatched & cancelled en route                   ,1/17/2020,5:29:53,5:31:14,5:32:53,        ,5:35:41,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
9,20-2001554,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/17/2020,7:46:10,7:47:11,7:47:56,7:50:12,8:09:58,C    ,N       ,1,0,0,0,0,419,215,E        ,MARKHAM                  ,         ,AVE    ,27701
69,20-2001588,1SQ   ,C        ,8,8,651,"Smoke scare, odor of smoke                        ",1/17/2020,16:16:32,16:18:11,16:18:49,        ,16:24:50,C    ,N       ,1,0,0,0,0,419,623,         ,CLAYTON                  ,         ,RD     ,27703
12,20-2001590,1SQ   ,3,3,3,311,"Medical assist, assist EMS crew                   ",1/17/2020,16:23:10,16:25:30,16:26:00,16:31:00,16:45:10,C    ,N       ,1,0,0,0,0,419,210,N        ,HOLMAN                   ,         ,ST     ,27701
30,20-2001600,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/17/2020,18:33:09,18:38:38,18:39:49,18:42:35,18:54:13,C    ,N       ,1,0,0,0,0,965,406,E        ,TRINITY                  ,         ,AVE    ,27701
10,20-2001611,1SQ   ,3,9,9,311,"Medical assist, assist EMS crew                   ",1/17/2020,19:23:37,19:25:11,19:26:21,19:29:27,19:33:04,C    ,N       ,1,0,0,0,0,419,115,         ,ST PAUL                  ,         ,ST     ,27704
10,20-2001617,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/17/2020,21:19:10,21:22:34,21:23:36,21:25:00,21:37:07,C    ,N       ,1,0,0,0,0,429A    ,519,E        ,MAIN                     ,         ,ST     ,27701
M       ,20-2001622,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",1/17/2020,22:44:00,22:44:17,22:45:32,22:47:25,22:57:44,C    ,N       ,1,0,0,0,0,173,515,W        ,PETTIGREW                ,         ,ST     ,27701
69,20-2001626,1SQ   ,3,3,3,111,Building fire                                     ,1/17/2020,23:28:49,23:30:00,23:30:36,23:34:42,23:53:36,C    ,N       ,1,10000,2000,30000,10000,429A    ,322,         ,JUNCTION                 ,         ,RD     ,27703
